Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2014-03-24,151.28382873535156,152.62184148947756,150.62298886709678,152.43418607213763,121411000
2014-03-25,152.00180053710938,152.51579268884322,151.15331761021235,152.0507497993797,103852000
2014-03-26,150.9085693359375,152.84214002365772,150.86777413156165,152.59738124635106,119843000
2014-03-27,150.5903778076172,151.21042255125573,150.0355904484056,150.72907153518312,142383000
2014-03-28,151.33277893066406,152.0915172553353,150.93300594680622,151.02275039424595,101642000
2014-03-31,152.57284545898438,152.80945008015894,151.35723101888885,152.29545809872909,99745000
2014-04-01,153.58457946777344,153.67432394310964,152.5647615430206,153.07058725003424,89193000
2014-04-02,154.0985107421875,154.302474246474,153.49477428787955,153.78032817345837,78774000
2014-04-03,153.89456176757812,154.37591269539345,153.42136489908412,154.33511750089568,77435000
2014-04-04,152.07518005371094,154.76750073346676,151.83043381377826,154.73487205112374,169381000
2014-04-07,150.39456176757812,151.96100035361238,150.08454563371384,151.70808754087548,140803000
2014-04-08,151.01455688476562,151.25930308753277,149.7826095691075,150.3292301701911,112660000
2014-04-09,152.63816833496094,152.68711759802994,150.98198520673813,151.4225534722548,100254000
